step,episode,episode_length,episode_return,value_loss,q_loss,policy_loss,alpha,eval_return,eval_std
256000,256,1000,-163.1743703835295,0.20057401061058044,1.6473945379257202,-36.40298843383789,0.2,,
257000,257,1000,-203.5987774570986,0.219455286860466,18.157306671142578,-36.82929229736328,0.2,,
258000,258,1000,-187.0856818607098,0.18087905645370483,2.1044952869415283,-35.83717727661133,0.2,,
259000,259,1000,-115.04295171030097,0.24671603739261627,5.294247627258301,-36.17182922363281,0.2,,
260000,260,1000,-136.31295569343928,0.17900881171226501,1.5548200607299805,-35.693885803222656,0.2,,
260000,,,,0.17900881171226501,1.5548200607299805,-35.693885803222656,0.2,-30.481898310763558,0.8117493973899605
261000,261,1000,-144.1060093483709,0.19952815771102905,2.207024097442627,-35.98188781738281,0.2,,
262000,262,1000,-79.01322341012164,0.1787256896495819,17.22732162475586,-36.79216766357422,0.2,,
263000,263,1000,-221.96470201236878,0.16055315732955933,1.5677716732025146,-36.647483825683594,0.2,,
264000,264,1000,-133.43259143193697,0.15935219824314117,5.740098476409912,-35.302276611328125,0.2,,
265000,265,1000,-31.107299297014457,0.19186387956142426,1.978111743927002,-36.557029724121094,0.2,,
266000,266,1000,-139.78260067975924,0.16402442753314972,5.832901954650879,-36.8077278137207,0.2,,
267000,267,1000,-19.05285060450615,0.1890411078929901,1.902934193611145,-36.530052185058594,0.2,,
268000,268,1000,-6.9314697323275025,0.2244628667831421,1.560793399810791,-36.90068817138672,0.2,,
269000,269,1000,-118.14359308462197,0.18469318747520447,1.9260470867156982,-36.955718994140625,0.2,,
270000,270,1000,3.6674205992654865,0.18784092366695404,1.734465479850769,-36.896705627441406,0.2,,
270000,,,,0.18784092366695404,1.734465479850769,-36.896705627441406,0.2,-27.2290869728724,0.811370005838918
271000,271,1000,-129.49389437553546,0.17307955026626587,1.4315905570983887,-36.08502197265625,0.2,,
272000,272,1000,-236.13023009545515,0.19454674422740936,5.954287528991699,-38.2391242980957,0.2,,
273000,273,1000,5.965676340767558,0.17704349756240845,1.5652620792388916,-36.751564025878906,0.2,,
274000,274,1000,-24.7933040694025,0.1726505309343338,19.901519775390625,-37.658451080322266,0.2,,
275000,275,1000,-212.22529901634812,0.15045104920864105,1.8965080976486206,-37.624019622802734,0.2,,
276000,276,1000,20.123106061180835,0.18784932792186737,5.341633319854736,-35.795536041259766,0.2,,
277000,277,1000,-114.83984526000071,0.18498778343200684,1.665996789932251,-36.9990119934082,0.2,,
278000,278,1000,40.607338778659816,0.17570540308952332,1.6811676025390625,-37.046470642089844,0.2,,
279000,279,1000,-144.54173785068036,0.19872146844863892,16.003318786621094,-37.25022506713867,0.2,,
280000,280,1000,57.93231161950059,0.18940749764442444,1.6108838319778442,-37.36699295043945,0.2,,
280000,,,,0.18940749764442444,1.6108838319778442,-37.36699295043945,0.2,-22.94136529968916,0.9043496320665128
281000,281,1000,-171.99002431949592,0.1854122281074524,15.968505859375,-37.3991813659668,0.2,,
282000,282,1000,8.823812078595466,0.1886744201183319,1.9952375888824463,-37.14426040649414,0.2,,
283000,283,1000,15.336730416258167,0.15647324919700623,19.768146514892578,-38.53577423095703,0.2,,
284000,284,1000,44.681861521543624,0.1855977475643158,1.5851812362670898,-37.53876495361328,0.2,,
285000,285,1000,-131.94731628160557,0.15842436254024506,5.643237113952637,-36.67715835571289,0.2,,
286000,286,1000,-9.786369110614373,0.19794750213623047,1.6385166645050049,-36.80442810058594,0.2,,
287000,287,1000,9.811254975453421,0.16112756729125977,1.754030466079712,-38.45417785644531,0.2,,
288000,288,1000,-104.50258059689787,0.19479821622371674,1.4972832202911377,-38.36758804321289,0.2,,
289000,289,1000,-39.93287496882994,0.15856535732746124,1.8442518711090088,-36.8069953918457,0.2,,
290000,290,1000,15.365933938021005,0.20148739218711853,6.095925331115723,-38.45760726928711,0.2,,
290000,,,,0.20148739218711853,6.095925331115723,-38.45760726928711,0.2,-21.734397408410654,0.8127387788308432
291000,291,1000,54.52293772002903,0.14335419237613678,1.5107942819595337,-38.34016418457031,0.2,,
292000,292,1000,-90.50475165470557,0.16266585886478424,1.422548770904541,-40.003875732421875,0.2,,
293000,293,1000,18.444101020854525,0.16978761553764343,1.7397326231002808,-38.28491973876953,0.2,,
294000,294,1000,54.60194690315772,0.14671742916107178,1.5771819353103638,-37.99877166748047,0.2,,
295000,295,1000,-24.09790959211534,0.17805442214012146,22.0227108001709,-39.907188415527344,0.2,,
296000,296,1000,53.02391110498591,0.17054224014282227,5.817991256713867,-37.326969146728516,0.2,,
297000,297,1000,-21.4610944746668,0.18100716173648834,1.6354217529296875,-38.16917419433594,0.2,,
298000,298,1000,4.249065485731015,0.17329736053943634,1.8768064975738525,-37.746192932128906,0.2,,
299000,299,1000,10.557880411910563,0.16312769055366516,1.9211547374725342,-39.604976654052734,0.2,,
300000,300,1000,54.943976482244274,0.1616504192352295,1.6936026811599731,-38.35520935058594,0.2,,
300000,,,,0.1616504192352295,1.6936026811599731,-38.35520935058594,0.2,-18.295289301574122,1.141752396750202
301000,301,1000,73.41161557182986,0.17680078744888306,1.825497031211853,-38.06904983520508,0.2,,
302000,302,1000,74.30050596963726,0.16519296169281006,1.600325107574463,-38.75686264038086,0.2,,
303000,303,1000,63.709669582590486,0.21292221546173096,1.7322497367858887,-39.741703033447266,0.2,,
304000,304,1000,-127.02751483619713,0.14371249079704285,1.7518118619918823,-39.173545837402344,0.2,,
305000,305,1000,29.86165836207106,0.18398284912109375,1.6285243034362793,-38.37543869018555,0.2,,
306000,306,1000,-88.54089236641148,0.1511874794960022,2.463820457458496,-39.169029235839844,0.2,,
307000,307,1000,-200.52926949908826,0.17298093438148499,1.8415225744247437,-39.92042541503906,0.2,,
308000,308,1000,-61.71716976618371,0.17395338416099548,1.825291633605957,-38.72378921508789,0.2,,
309000,309,1000,50.57501764974985,0.17008185386657715,22.308197021484375,-38.90646743774414,0.2,,
310000,310,1000,68.64573520293965,0.13246512413024902,5.734238624572754,-39.57620620727539,0.2,,
310000,,,,0.13246512413024902,5.734238624572754,-39.57620620727539,0.2,-12.843573274777063,1.0456120627111063
311000,311,1000,58.22443790042895,0.15856482088565826,1.6402324438095093,-39.40039825439453,0.2,,
312000,312,1000,-73.45600796704778,0.18356060981750488,20.244110107421875,-40.131805419921875,0.2,,
313000,313,1000,57.36900409551926,0.16394203901290894,1.9327189922332764,-39.41254425048828,0.2,,
314000,314,1000,64.78252122992629,0.16735625267028809,6.155243873596191,-39.59803771972656,0.2,,
315000,315,1000,65.35784176663229,0.16385093331336975,2.1177988052368164,-39.26350784301758,0.2,,
316000,316,1000,80.52928409607368,0.18366886675357819,1.9159893989562988,-40.27642059326172,0.2,,
317000,317,1000,-51.87530179278548,0.16811496019363403,5.874217987060547,-39.09803009033203,0.2,,
318000,318,1000,105.23984442586803,0.18701383471488953,1.7191983461380005,-39.81477355957031,0.2,,
319000,319,1000,-29.287950821913405,0.14758417010307312,6.234667778015137,-38.769683837890625,0.2,,
320000,320,1000,28.700243419349732,0.16264158487319946,1.5761969089508057,-38.930702209472656,0.2,,
320000,,,,0.16264158487319946,1.5761969089508057,-38.930702209472656,0.2,-8.848161338917121,6.239844515717607
321000,321,1000,91.388869020142,0.1380026489496231,19.254318237304688,-39.79078674316406,0.2,,
322000,322,1000,-7.205606842815524,0.16018985211849213,1.6860307455062866,-40.42369079589844,0.2,,
323000,323,1000,-118.58774393516232,0.15594914555549622,1.6711574792861938,-39.793785095214844,0.2,,
324000,324,1000,73.80874540062122,0.15789847075939178,1.4576263427734375,-39.62855911254883,0.2,,
325000,325,1000,121.41563568887055,0.1512121856212616,1.861656904220581,-40.018192291259766,0.2,,
326000,326,1000,60.33152924492914,0.1503981649875641,2.210299491882324,-40.00437927246094,0.2,,
327000,327,1000,37.67070891331833,0.13106253743171692,1.8568344116210938,-39.726131439208984,0.2,,
328000,328,1000,90.5671785777782,0.14927811920642853,2.3333563804626465,-40.171142578125,0.2,,
329000,329,1000,122.69235229248903,0.15537157654762268,1.9327735900878906,-41.219764709472656,0.2,,
330000,330,1000,-198.7022497925244,0.15464642643928528,1.6798481941223145,-39.10212707519531,0.2,,
330000,,,,0.15464642643928528,1.6798481941223145,-39.10212707519531,0.2,-6.778285258234885,1.2162561436671613
331000,331,1000,45.532873608669014,0.16305622458457947,1.6770923137664795,-39.444236755371094,0.2,,
332000,332,1000,-32.07990890336451,0.1348666548728943,1.5110952854156494,-39.639862060546875,0.2,,
333000,333,1000,66.90931945085444,0.14563754200935364,7.148547172546387,-41.3340950012207,0.2,,
334000,334,1000,79.74818507248669,0.1536015272140503,1.6424623727798462,-40.419921875,0.2,,
335000,335,1000,10.697644235372456,0.12834422290325165,1.7336301803588867,-42.34736633300781,0.2,,
336000,336,1000,77.54626579860056,0.19611167907714844,1.8586277961730957,-40.44048309326172,0.2,,
337000,337,1000,99.29965867298709,0.1277291476726532,6.527839660644531,-40.15989685058594,0.2,,
338000,338,1000,75.16849833894877,0.15106558799743652,1.8229812383651733,-41.96466064453125,0.2,,
339000,339,1000,80.8946218804232,0.14771518111228943,1.9690802097320557,-41.41008758544922,0.2,,
340000,340,1000,58.19391660311524,0.13975149393081665,1.4531053304672241,-41.47145462036133,0.2,,
340000,,,,0.13975149393081665,1.4531053304672241,-41.47145462036133,0.2,-4.34284314410181,1.3409645837644146
341000,341,1000,65.74174477368472,0.14603644609451294,1.7753933668136597,-40.442726135253906,0.2,,
342000,342,1000,-22.986276972383134,0.143269881606102,1.6556341648101807,-40.48236083984375,0.2,,
343000,343,1000,90.46461889462314,0.1692352592945099,5.771886825561523,-41.35115051269531,0.2,,
344000,344,1000,114.25945432307917,0.15172027051448822,2.255465507507324,-41.165687561035156,0.2,,
345000,345,1000,111.54349589267117,0.17006269097328186,2.195910930633545,-41.372562408447266,0.2,,
346000,346,1000,-209.1696243876406,0.159117192029953,2.341061592102051,-40.96613311767578,0.2,,
347000,347,1000,107.72098240943036,0.17382916808128357,18.54688835144043,-40.81904983520508,0.2,,
348000,348,1000,90.04733379507105,0.14844143390655518,7.188733100891113,-41.298404693603516,0.2,,
349000,349,1000,150.43309331148592,0.13171562552452087,1.9659216403961182,-42.36957550048828,0.2,,
350000,350,1000,114.8729795925233,0.14087438583374023,1.9886376857757568,-42.24103927612305,0.2,,
350000,,,,0.14087438583374023,1.9886376857757568,-42.24103927612305,0.2,-1.9895496025929458,1.8570497046981844
351000,351,1000,-38.40399490850217,0.14594599604606628,2.2795634269714355,-41.935203552246094,0.2,,
352000,352,1000,75.77035574376191,0.1429697573184967,2.0077292919158936,-39.80268096923828,0.2,,
353000,353,1000,83.12310240535805,0.1414380520582199,1.9423191547393799,-42.029083251953125,0.2,,
354000,354,1000,167.8342390484637,0.14177089929580688,1.9067143201828003,-42.09389114379883,0.2,,
355000,355,1000,137.33217141027234,0.15863531827926636,1.7071280479431152,-43.00128936767578,0.2,,
356000,356,1000,131.64031322254334,0.15148195624351501,1.9250444173812866,-41.66023254394531,0.2,,
357000,357,1000,20.530064735846455,0.1775241643190384,22.6533145904541,-41.92654037475586,0.2,,
358000,358,1000,92.47469728399425,0.14753839373588562,1.6146838665008545,-42.94818878173828,0.2,,
359000,359,1000,97.3779549152151,0.1450468897819519,2.163666248321533,-42.296348571777344,0.2,,
360000,360,1000,133.2225304574126,0.17759853601455688,1.818129062652588,-43.0078125,0.2,,
360000,,,,0.17759853601455688,1.818129062652588,-43.0078125,0.2,-1.9268504519402303,1.6631399413138195
361000,361,1000,159.76908789665166,0.16631489992141724,1.8443386554718018,-41.979713439941406,0.2,,
362000,362,1000,108.60348176425695,0.12767675518989563,24.42674446105957,-42.045143127441406,0.2,,
363000,363,1000,76.97269087164825,0.12766039371490479,1.6369365453720093,-42.61083984375,0.2,,
364000,364,1000,78.98643944894366,0.15719732642173767,6.562793254852295,-42.759788513183594,0.2,,
365000,365,1000,92.30289107354919,0.17545810341835022,2.029155969619751,-44.050010681152344,0.2,,
366000,366,1000,81.9588699114041,0.13294930756092072,1.494803547859192,-43.7403450012207,0.2,,
367000,367,1000,-80.06470222730078,0.15888375043869019,1.7687050104141235,-42.208683013916016,0.2,,
368000,368,1000,-162.3859803094291,0.13120701909065247,1.8995435237884521,-42.62431335449219,0.2,,
369000,369,1000,149.46384518600615,0.16373054683208466,1.711233377456665,-42.69955062866211,0.2,,
370000,370,1000,119.9147985803205,0.14819714426994324,1.6845780611038208,-43.501976013183594,0.2,,
370000,,,,0.14819714426994324,1.6845780611038208,-43.501976013183594,0.2,1.3187361328854632,1.7579043482599626
371000,371,1000,179.73394486299412,0.14280089735984802,2.085012912750244,-41.7097282409668,0.2,,
372000,372,1000,68.54994304152646,0.13983199000358582,18.252117156982422,-42.175994873046875,0.2,,
373000,373,1000,70.94270964623719,0.15316888689994812,7.1717681884765625,-43.59514617919922,0.2,,
374000,374,1000,106.31465486740306,0.181866854429245,1.7958002090454102,-43.48255157470703,0.2,,
375000,375,1000,83.89214292970334,0.15434423089027405,1.8981128931045532,-45.539554595947266,0.2,,
376000,376,1000,-35.37345055845113,0.12741699814796448,1.6945350170135498,-43.85774230957031,0.2,,
377000,377,1000,169.89557974992584,0.13995598256587982,2.1422183513641357,-44.19404983520508,0.2,,
378000,378,1000,146.4274548657122,0.156490296125412,2.065141201019287,-43.96708679199219,0.2,,
379000,379,1000,126.07764406034218,0.16476589441299438,11.283401489257812,-44.69963073730469,0.2,,
380000,380,1000,-85.6659265722466,0.1728896051645279,1.9130322933197021,-43.85743713378906,0.2,,
380000,,,,0.1728896051645279,1.9130322933197021,-43.85743713378906,0.2,0.02290927920480783,1.6038639119468883
381000,381,1000,-67.0126093351317,0.14825782179832458,1.8888845443725586,-42.26210021972656,0.2,,
382000,382,1000,136.89104632532383,0.16263480484485626,7.005006790161133,-44.52406311035156,0.2,,
383000,383,1000,158.54895316613857,0.13148802518844604,20.376096725463867,-43.88225173950195,0.2,,
384000,384,1000,128.19727554297202,0.1289786994457245,1.6321884393692017,-44.765846252441406,0.2,,
385000,385,1000,143.77317515395575,0.1612728238105774,1.598975419998169,-44.6470947265625,0.2,,
386000,386,1000,173.6659277380661,0.1391063630580902,2.2910425662994385,-44.57512664794922,0.2,,
387000,387,1000,127.96801779148252,0.12495264410972595,1.4575358629226685,-45.05302429199219,0.2,,
388000,388,1000,198.0572887339991,0.14899100363254547,2.084930419921875,-44.70802688598633,0.2,,
389000,389,1000,159.99784619762568,0.14165452122688293,7.478570938110352,-43.97145462036133,0.2,,
390000,390,1000,150.02089339917208,0.15746518969535828,2.107504367828369,-44.675811767578125,0.2,,
390000,,,,0.15746518969535828,2.107504367828369,-44.675811767578125,0.2,-2.6724356782038097,2.010373837532337
391000,391,1000,169.50304046010325,0.14124852418899536,1.8208259344100952,-46.358787536621094,0.2,,
392000,392,1000,153.3874122042053,0.16168151795864105,24.429443359375,-45.44525909423828,0.2,,
393000,393,1000,186.17659209682077,0.1447736620903015,7.231865882873535,-42.986297607421875,0.2,,
394000,394,1000,-109.69759408296716,0.18657702207565308,1.8826062679290771,-43.957122802734375,0.2,,
395000,395,1000,187.94872971349244,0.14691904187202454,2.057335376739502,-43.37961959838867,0.2,,
396000,396,1000,43.7130660323163,0.15671491622924805,2.172822952270508,-44.1510009765625,0.2,,
397000,397,1000,132.8376955771671,0.17200487852096558,1.8576807975769043,-43.06470489501953,0.2,,
398000,398,1000,50.43969399568371,0.15823249518871307,1.830074429512024,-45.613433837890625,0.2,,
399000,399,1000,111.06498107794492,0.18964189291000366,2.126335620880127,-44.831817626953125,0.2,,
400000,400,1000,232.70344779797986,0.15859006345272064,1.9175872802734375,-46.192604064941406,0.2,,
400000,,,,0.15859006345272064,1.9175872802734375,-46.192604064941406,0.2,-8.439299342002268,1.7730772091973184
401000,401,1000,208.72637402061338,0.14478056132793427,2.3646154403686523,-46.248451232910156,0.2,,
402000,402,1000,175.92196860108007,0.15394824743270874,1.8922802209854126,-45.13872146606445,0.2,,
403000,403,1000,149.27605440090676,0.1783958524465561,6.397796630859375,-44.524696350097656,0.2,,
404000,404,1000,95.80715869295467,0.16506549715995789,26.931629180908203,-44.49919128417969,0.2,,
405000,405,1000,175.63547338221318,0.14897826313972473,7.757359504699707,-45.762691497802734,0.2,,
406000,406,1000,-113.78140948878963,0.16058680415153503,1.9304322004318237,-45.37737274169922,0.2,,
407000,407,1000,143.96949626571538,0.1578524112701416,2.0509071350097656,-44.05918884277344,0.2,,
408000,408,1000,226.80975871160675,0.14054128527641296,2.1519508361816406,-45.58342742919922,0.2,,
409000,409,1000,189.61147904739607,0.18141332268714905,1.82233726978302,-45.69701385498047,0.2,,
410000,410,1000,228.04634977670264,0.14468154311180115,1.8132433891296387,-45.526458740234375,0.2,,
410000,,,,0.14468154311180115,1.8132433891296387,-45.526458740234375,0.2,-13.779928607185155,1.8025380392544734
411000,411,1000,-71.2471949613623,0.1435825228691101,1.8233165740966797,-45.33001708984375,0.2,,
412000,412,1000,203.99803515030175,0.1365695595741272,1.9949873685836792,-46.115478515625,0.2,,
413000,413,1000,151.59666956925486,0.148880735039711,7.173217296600342,-47.330772399902344,0.2,,
414000,414,1000,203.29901921076888,0.140665203332901,1.771153211593628,-44.802616119384766,0.2,,
415000,415,1000,188.90200631839159,0.16053804755210876,2.571687698364258,-46.938018798828125,0.2,,
416000,416,1000,174.24356494787364,0.15064197778701782,2.2769012451171875,-46.132598876953125,0.2,,
417000,417,1000,216.6897980622719,0.15794576704502106,1.841048240661621,-44.43839645385742,0.2,,
418000,418,1000,192.13219779457435,0.14525200426578522,23.231983184814453,-46.514808654785156,0.2,,
419000,419,1000,175.84378374251037,0.14381563663482666,1.9301817417144775,-46.220985412597656,0.2,,
420000,420,1000,164.88316221015097,0.1867085099220276,28.34001922607422,-47.121524810791016,0.2,,
420000,,,,0.1867085099220276,28.34001922607422,-47.121524810791016,0.2,-23.036937584549598,1.7185172652691603
421000,421,1000,260.66396572819946,0.16349652409553528,1.9578096866607666,-44.90639114379883,0.2,,
422000,422,1000,216.84284183882477,0.17157471179962158,25.34404754638672,-45.33955764770508,0.2,,
423000,423,1000,230.42066048437815,0.16208788752555847,1.991004467010498,-44.98939895629883,0.2,,
424000,424,1000,136.04261313625352,0.1492689549922943,13.767051696777344,-46.3665771484375,0.2,,
425000,425,1000,48.807646470780035,0.13049954175949097,1.873945713043213,-47.723388671875,0.2,,
426000,426,1000,226.20962935501387,0.13364335894584656,1.7844436168670654,-47.613868713378906,0.2,,
427000,427,1000,71.07606905914437,0.13208696246147156,2.0638198852539062,-48.043479919433594,0.2,,
428000,428,1000,222.72211990198036,0.1432187557220459,1.807305932044983,-47.13056182861328,0.2,,
429000,429,1000,139.50786910207773,0.12919092178344727,2.108621835708618,-47.861572265625,0.2,,
430000,430,1000,226.73790294856911,0.1452442705631256,2.348698616027832,-47.246238708496094,0.2,,
430000,,,,0.1452442705631256,2.348698616027832,-47.246238708496094,0.2,-36.33930555332581,2.2202656066598183
431000,431,1000,230.34533689057398,0.13754962384700775,21.660877227783203,-46.202491760253906,0.2,,
432000,432,1000,255.17378865585488,0.16511482000350952,1.684112787246704,-46.42365646362305,0.2,,
433000,433,1000,-82.31165841409886,0.16327112913131714,2.3078787326812744,-48.04158020019531,0.2,,
434000,434,1000,172.4833857692963,0.13913226127624512,1.9355823993682861,-47.97257995605469,0.2,,
435000,435,1000,31.556161257302634,0.14298686385154724,1.9693424701690674,-47.76129913330078,0.2,,
436000,436,1000,220.27658956440277,0.16900230944156647,2.810514450073242,-48.14921951293945,0.2,,
437000,437,1000,-102.70326169172553,0.15710704028606415,1.777817964553833,-46.982086181640625,0.2,,
438000,438,1000,298.1719979366592,0.1548379510641098,2.6447362899780273,-47.491050720214844,0.2,,
439000,439,1000,261.334946808933,0.17777517437934875,1.8328381776809692,-47.540679931640625,0.2,,
440000,440,1000,203.60374406026838,0.1598508656024933,2.166579246520996,-47.30659484863281,0.2,,
440000,,,,0.1598508656024933,2.166579246520996,-47.30659484863281,0.2,-40.87151459932915,2.491807646708784
441000,441,1000,244.26016820159347,0.12427107989788055,1.828111171722412,-47.98814392089844,0.2,,
442000,442,1000,241.7661341805198,0.15784980356693268,2.176403522491455,-47.21046447753906,0.2,,
443000,443,1000,-146.2020030764162,0.17171698808670044,2.1467204093933105,-48.07585525512695,0.2,,
444000,444,1000,187.75238761626082,0.15110942721366882,1.7752645015716553,-48.39270782470703,0.2,,
445000,445,1000,253.1572161922415,0.13760092854499817,2.590937376022339,-48.46381378173828,0.2,,
446000,446,1000,226.22700426068883,0.16181224584579468,2.2579102516174316,-46.78900909423828,0.2,,
447000,447,1000,219.67414004685844,0.13433438539505005,2.0928730964660645,-49.36708068847656,0.2,,
448000,448,1000,108.75765429605583,0.16179576516151428,2.1175947189331055,-47.78215789794922,0.2,,
449000,449,1000,240.9579645691543,0.1485770046710968,1.946526050567627,-47.94618225097656,0.2,,
450000,450,1000,103.8503513495299,0.1450691521167755,2.109384536743164,-47.19737243652344,0.2,,
450000,,,,0.1450691521167755,2.109384536743164,-47.19737243652344,0.2,-39.01214396884164,1.7547311268515922
451000,451,1000,1.452258608927784,0.1253204345703125,1.8348503112792969,-49.079830169677734,0.2,,
452000,452,1000,245.75975353890595,0.165990948677063,2.3022987842559814,-48.114524841308594,0.2,,
453000,453,1000,-152.46098236592175,0.14674443006515503,1.9653520584106445,-48.072113037109375,0.2,,
454000,454,1000,267.73177416711206,0.15526586771011353,7.354134559631348,-47.79505920410156,0.2,,
455000,455,1000,156.7791774832878,0.160829097032547,8.430704116821289,-48.84059524536133,0.2,,
456000,456,1000,118.31313736515338,0.13396388292312622,26.81182861328125,-49.79374694824219,0.2,,
457000,457,1000,181.69212131325204,0.15550559759140015,2.008023262023926,-49.367034912109375,0.2,,
458000,458,1000,188.79031119618543,0.1457248032093048,1.9730266332626343,-47.719913482666016,0.2,,
459000,459,1000,308.03355937787967,0.1320437788963318,2.0247247219085693,-47.23687744140625,0.2,,
460000,460,1000,-92.62042592850612,0.16179755330085754,1.8634059429168701,-49.14262008666992,0.2,,
460000,,,,0.16179755330085754,1.8634059429168701,-49.14262008666992,0.2,-45.74512838376978,1.3602933138347808
461000,461,1000,-30.706915236408843,0.16376261413097382,2.0632452964782715,-49.971282958984375,0.2,,
462000,462,1000,-145.7046111243763,0.1723254919052124,1.7942554950714111,-46.97966003417969,0.2,,
463000,463,1000,265.8439573114108,0.19049443304538727,1.9840426445007324,-48.541297912597656,0.2,,
464000,464,1000,-71.41327231801671,0.1569812297821045,2.5192208290100098,-48.279815673828125,0.2,,
465000,465,1000,239.11269419475414,0.16966918110847473,2.2376322746276855,-49.439266204833984,0.2,,
466000,466,1000,148.7107862674563,0.15425272285938263,1.8047969341278076,-49.980262756347656,0.2,,
467000,467,1000,299.36391910090026,0.1462203413248062,1.9883204698562622,-49.646812438964844,0.2,,
468000,468,1000,114.49683008660867,0.15260657668113708,2.9717140197753906,-49.458457946777344,0.2,,
469000,469,1000,289.1884978858723,0.16737200319766998,2.0409090518951416,-49.67646026611328,0.2,,
470000,470,1000,256.32241987537657,0.17498070001602173,1.6172733306884766,-50.38356018066406,0.2,,
470000,,,,0.17498070001602173,1.6172733306884766,-50.38356018066406,0.2,-49.86908189897641,1.7362132600471576
471000,471,1000,293.2466384889055,0.19063755869865417,2.3358521461486816,-49.564796447753906,0.2,,
472000,472,1000,-35.276122974272326,0.1436087191104889,2.7064318656921387,-50.13069534301758,0.2,,
473000,473,1000,294.2756082476357,0.18443122506141663,7.414648056030273,-49.05381774902344,0.2,,
474000,474,1000,343.2312227774489,0.13779309391975403,7.856845378875732,-49.97671127319336,0.2,,
475000,475,1000,239.65893586770886,0.17003080248832703,1.8944181203842163,-50.20947265625,0.2,,
476000,476,1000,102.35800985524112,0.14972886443138123,2.1787142753601074,-50.475894927978516,0.2,,
477000,477,1000,-135.87544795119487,0.1727701723575592,14.279157638549805,-48.811763763427734,0.2,,
478000,478,1000,-56.379103110332515,0.15716585516929626,1.9828547239303589,-50.93070602416992,0.2,,
479000,479,1000,264.8956034788528,0.16573594510555267,8.064998626708984,-48.60580825805664,0.2,,
480000,480,1000,269.14490195247294,0.14885695278644562,26.723190307617188,-48.347713470458984,0.2,,
480000,,,,0.14885695278644562,26.723190307617188,-48.347713470458984,0.2,-46.339390410510724,2.2694921350847066
481000,481,1000,-80.95843087627325,0.16319069266319275,2.4506092071533203,-49.81237030029297,0.2,,
482000,482,1000,319.0651926951861,0.1452304869890213,2.4400930404663086,-51.341796875,0.2,,
483000,483,1000,387.5335338157018,0.17645297944545746,29.01755142211914,-50.357398986816406,0.2,,
484000,484,1000,367.9744435008845,0.17307576537132263,2.253216505050659,-49.60957717895508,0.2,,
485000,485,1000,-85.30070701167834,0.15783067047595978,2.9236690998077393,-49.37895202636719,0.2,,
486000,486,1000,0.47601880628656423,0.17201636731624603,1.9036290645599365,-48.79498291015625,0.2,,
487000,487,1000,-104.44366905545601,0.16029717028141022,2.5261478424072266,-50.97955322265625,0.2,,
488000,488,1000,325.9691470634186,0.1889440268278122,2.316941738128662,-48.25559616088867,0.2,,
489000,489,1000,176.48515129984037,0.16642455756664276,2.1157784461975098,-50.22568130493164,0.2,,
490000,490,1000,337.1154298722921,0.15486738085746765,2.0686051845550537,-50.28327178955078,0.2,,
490000,,,,0.15486738085746765,2.0686051845550537,-50.28327178955078,0.2,-45.60601492476845,2.424487145586405
491000,491,1000,6.128597588126516,0.14698058366775513,1.9223182201385498,-49.872802734375,0.2,,
492000,492,1000,-130.38049902391737,0.16050207614898682,1.9242918491363525,-51.05988311767578,0.2,,
493000,493,1000,283.7657119098158,0.13023778796195984,8.315305709838867,-50.99695587158203,0.2,,
494000,494,1000,162.6513023516054,0.17107892036437988,2.411698341369629,-48.93553161621094,0.2,,
495000,495,1000,323.5995793450422,0.14989665150642395,2.596090316772461,-51.47357177734375,0.2,,
496000,496,1000,371.3204356204634,0.14279913902282715,1.963665246963501,-51.08503723144531,0.2,,
497000,497,1000,212.242442304692,0.15490394830703735,2.435514450073242,-51.93280029296875,0.2,,
498000,498,1000,-45.52775902723876,0.17086954414844513,2.51102876663208,-51.76970672607422,0.2,,
499000,499,1000,328.6327335901776,0.13851460814476013,2.5755529403686523,-51.37427520751953,0.2,,
500000,500,1000,362.40636805084114,0.15300050377845764,2.3664352893829346,-50.82346725463867,0.2,,
500000,,,,0.15300050377845764,2.3664352893829346,-50.82346725463867,0.2,-44.02747824947244,2.401670239999396
501000,501,1000,-97.7792821670067,0.20055757462978363,2.466219902038574,-50.863121032714844,0.2,,
502000,502,1000,386.8307004032746,0.16705092787742615,2.3197760581970215,-50.698692321777344,0.2,,
503000,503,1000,50.715221352372595,0.1805342435836792,2.7181756496429443,-50.83535385131836,0.2,,
504000,504,1000,-31.987277806914676,0.15152980387210846,1.8473749160766602,-50.85130310058594,0.2,,
505000,505,1000,218.51092719526468,0.1743471622467041,2.43400502204895,-51.06568908691406,0.2,,
506000,506,1000,306.7035251568682,0.16652807593345642,2.823711633682251,-51.829978942871094,0.2,,
507000,507,1000,42.61231847435561,0.15517385303974152,2.246316909790039,-51.138858795166016,0.2,,
508000,508,1000,-79.22268929436501,0.18660347163677216,2.78269100189209,-50.48121643066406,0.2,,
509000,509,1000,-97.35512551337577,0.14568811655044556,2.003594398498535,-50.20903778076172,0.2,,
510000,510,1000,18.729956507823754,0.17265017330646515,2.4628734588623047,-51.47053909301758,0.2,,
510000,,,,0.17265017330646515,2.4628734588623047,-51.47053909301758,0.2,-42.05434691488931,1.6567693789699667
511000,511,1000,106.89528708642244,0.16958403587341309,2.627845287322998,-50.480438232421875,0.2,,
512000,512,1000,263.2239256578078,0.15330186486244202,29.27330780029297,-50.90643310546875,0.2,,
